gene    set1 set2
Gene8494 1 0
Gene8495 0 0
Gene8496 0 1
Gene8497 0 0
Gene8498 0 0
Gene8499 0 0
Gene8500 1 0
Gene8501 0 0
Gene8502 0 1
Gene8503 1 1
Gene8504 1 0
Gene8505 1 1
Gene8506 0 0
Gene8507 1 1
Gene8508 0 0
Gene8509 1 0
Gene8510 0 0
Gene8511 1 1
Gene8512 1 0
Gene8513 0 1
Gene8514 0 0
Gene8515 1 0
Gene8516 0 0
Gene8517 0 1
Gene8518 0 0
Gene8519 1 0
Gene8520 0 0
Gene8521 0 1
Gene8522 0 0
Gene8523 1 0
Gene8524 0 0
Gene8525 0 1
Gene8526 0 0
Gene8527 0 0
Gene8528 0 1
Gene8529 1 0
Gene8530 1 0
Gene8531 0 1
Gene8532 0 0
Gene8533 1 1
Gene8534 1 0
Gene8535 0 0
Gene8536 0 0
Gene8537 1 0
Gene8538 1 0
Gene8539 0 0
Gene8540 1 0
Gene8541 0 1
Gene8542 0 0
Gene8543 1 1
Gene8544 1 0
Gene8545 0 0
Gene8546 1 0
Gene8547 0 1
Gene8548 0 0
Gene8549 1 1
Gene8550 0 0
Gene8551 0 0
Gene8552 1 1
Gene8553 1 0
Gene8554 0 1
Gene8555 1 0
Gene8556 1 1
Gene8557 0 0
Gene8558 1 0
Gene8559 0 0
Gene8560 0 0
Gene8561 1 0
Gene8562 0 1
Gene8563 0 0
Gene8564 0 0
Gene8565 1 0
Gene8566 1 1
Gene8567 1 0
Gene8568 0 0
Gene8569 0 1
Gene8570 0 1
Gene8571 1 1
Gene8572 0 1
Gene8573 0 1
Gene8574 0 0
Gene8575 0 0
Gene8576 1 1
Gene8577 1 0
Gene8578 0 0
Gene8579 1 0
Gene8580 0 0
Gene8581 1 1
Gene8582 0 1
Gene8583 1 1
Gene8584 0 1
Gene8585 0 1
Gene8586 1 0
Gene8587 0 0
Gene8588 0 0
Gene8589 1 0
Gene8590 0 1
Gene8591 0 0
Gene8592 0 1
Gene8593 0 0
Gene8594 0 0
Gene8595 1 0
Gene8596 1 0
Gene8597 0 0
Gene8598 0 1
Gene8599 1 0
Gene8600 1 0
Gene8601 1 0
Gene8602 1 0
Gene8603 1 0
Gene8604 0 0
Gene8605 1 1
Gene8606 0 1
Gene8607 1 0
Gene8608 1 0
Gene8609 0 1
Gene8610 0 1
Gene8611 1 0
Gene8612 1 0
Gene8613 0 1
Gene8614 0 0
Gene8615 1 1
Gene8616 1 0
Gene8617 0 0
Gene8618 0 1
Gene8619 0 0
Gene8620 0 0
Gene8621 0 0
Gene8622 0 0
Gene8623 0 0
Gene8624 0 1
Gene8625 0 0
Gene8626 1 0
Gene8627 0 0
Gene8628 1 1
Gene8629 0 1
Gene8630 1 0
Gene8631 1 1
Gene8632 0 0
Gene8633 0 1
Gene8634 0 0
Gene8635 0 0
Gene8636 0 0
Gene8637 0 0
Gene8638 0 0
Gene8639 1 0
Gene8640 0 0
Gene8641 1 0
Gene8642 1 0
Gene8643 0 0
Gene8644 1 1
Gene8645 1 0
Gene8646 1 0
Gene8647 0 0
Gene8648 0 0
Gene8649 0 0
Gene8650 1 0
Gene8651 0 0
Gene8652 0 1
Gene8653 1 0
Gene8654 0 0
Gene8655 0 0
Gene8656 0 0
Gene8657 0 1
Gene8658 0 0
Gene8659 0 0
Gene8660 0 0
Gene8661 1 0
Gene8662 1 0
Gene8663 0 1
Gene8664 1 0
Gene8665 0 0
Gene8666 1 1
Gene8667 1 1
Gene8668 0 0
Gene8669 1 1
Gene8670 1 1
Gene8671 0 0
Gene8672 1 0
Gene8673 1 1
Gene8674 1 0
Gene8675 0 0
Gene8676 0 0
Gene8677 0 0
Gene8678 0 0
Gene8679 1 0
Gene8680 1 0
Gene8681 0 0
Gene8682 0 0
Gene8683 0 1
Gene8684 1 0
Gene8685 0 1
Gene8686 0 0
Gene8687 0 0
Gene8688 1 1
Gene8689 0 1
Gene8690 1 0
Gene8691 0 0
Gene8692 1 0
Gene8693 0 0
Gene8694 0 0
Gene8695 0 1
Gene8696 0 0
Gene8697 0 1
Gene8698 0 1
Gene8699 1 1
Gene8700 0 0
Gene8701 0 0
Gene8702 0 0
Gene8703 0 0
Gene8704 0 0
Gene8705 1 0
Gene8706 1 0
Gene8707 1 1
Gene8708 0 0
Gene8709 0 0
Gene8710 0 0
Gene8711 1 0
Gene8712 0 0
Gene8713 1 0
Gene8714 0 0
Gene8715 0 1
Gene8716 1 0
Gene8717 0 0
Gene8718 0 1
Gene8719 0 0
Gene8720 0 0
Gene8721 0 0
Gene8722 0 0
Gene8723 0 0
Gene8724 1 1
Gene8725 0 0
Gene8726 1 0
Gene8727 0 0
Gene8728 1 1
Gene8729 1 0
Gene8730 1 0
Gene8731 0 0
Gene8732 0 0
Gene8733 0 1
Gene8734 0 0
Gene8735 0 1
Gene8736 1 0
Gene8737 1 0
Gene8738 0 0
Gene8739 0 1
Gene8740 1 0
Gene8741 0 0
Gene8742 0 0
Gene8743 0 0
Gene8744 0 1
Gene8745 1 1
Gene8746 0 0
Gene8747 1 0
Gene8748 1 1
Gene8749 0 1
Gene8750 1 0
Gene8751 1 0
Gene8752 1 0
Gene8753 0 1
Gene8754 0 0
Gene8755 1 1
Gene8756 0 1
Gene8757 0 0
Gene8758 0 1
Gene8759 0 0
Gene8760 1 1
Gene8761 0 1
Gene8762 0 1
Gene8763 0 0
Gene8764 1 0
Gene8765 1 1
Gene8766 0 0
Gene8767 1 0
Gene8768 1 0
Gene8769 1 0
Gene8770 0 1
Gene8771 1 1
Gene8772 1 1
Gene8773 0 0
Gene8774 0 0
Gene8775 0 0
Gene8776 1 0
Gene8777 0 1
Gene8778 0 0
Gene8779 0 0
Gene8780 1 1
Gene8781 0 1
Gene8782 1 1
Gene8783 0 1
Gene8784 0 0
Gene8785 1 0
Gene8786 0 0
Gene8787 1 0
Gene8788 0 0
Gene8789 1 1
Gene8790 1 1
Gene8791 0 0
Gene8792 1 0
Gene8793 1 1
Gene8794 0 1
Gene8795 0 0
Gene8796 0 0
Gene8797 0 1
Gene8798 1 1
Gene8799 0 0
Gene8800 0 0
Gene8801 0 0
Gene8802 0 0
Gene8803 0 0
Gene8804 1 1
Gene8805 1 0
Gene8806 1 0
Gene8807 0 0
Gene8808 0 1
Gene8809 1 1
Gene8810 0 1
Gene8811 0 0
Gene8812 1 1
Gene8813 0 0
Gene8814 0 0
Gene8815 0 1
Gene8816 1 1
Gene8817 0 1
Gene8818 1 1
Gene8819 1 0
Gene8820 0 1
Gene8821 0 1
Gene8822 1 0
Gene8823 1 0
Gene8824 0 0
Gene8825 0 0
Gene8826 1 1
Gene8827 1 0
Gene8828 1 0
Gene8829 1 1
Gene8830 0 0
Gene8831 0 1
Gene8832 0 1
Gene8833 0 1
Gene8834 0 0
Gene8835 0 0
Gene8836 0 1
Gene8837 1 0
Gene8838 0 0
Gene8839 0 1
Gene8840 0 1
Gene8841 1 1
Gene8842 0 0
Gene8843 1 1
Gene8844 0 0
Gene8845 1 1
Gene8846 0 1
Gene8847 1 0
Gene8848 1 1
Gene8849 1 0
Gene8850 0 0
Gene8851 1 0
Gene8852 1 1
Gene8853 1 0
Gene8854 1 1
Gene8855 1 0
Gene8856 0 1
Gene8857 1 0
Gene8858 0 1
Gene8859 1 0
Gene8860 0 1
Gene8861 0 0
Gene8862 0 0
Gene8863 1 1
Gene8864 1 1
Gene8865 0 0
Gene8866 1 1
Gene8867 1 0
Gene8868 0 1
Gene8869 0 0
Gene8870 0 0
Gene8871 0 0
Gene8872 0 1
Gene8873 0 0
Gene8874 1 0
Gene8875 0 1
Gene8876 1 0
Gene8877 1 0
Gene8878 0 0
Gene8879 0 0
Gene8880 0 0
Gene8881 1 1
Gene8882 1 1
Gene8883 0 0
Gene8884 1 0
Gene8885 0 1
Gene8886 1 0
Gene8887 1 1
Gene8888 0 0
Gene8889 0 1
Gene8890 0 1
Gene8891 0 1
Gene8892 1 0
Gene8893 1 1
Gene8894 0 0
Gene8895 0 0
Gene8896 1 1
Gene8897 0 0
Gene8898 0 1
Gene8899 0 0
Gene8900 0 1
Gene8901 0 0
Gene8902 0 0
Gene8903 0 0
Gene8904 1 0
Gene8905 0 0
Gene8906 0 0
Gene8907 0 0
Gene8908 1 0
Gene8909 0 0
Gene8910 0 0
Gene8911 1 0
Gene8912 0 0
Gene8913 0 0
Gene8914 1 1
Gene8915 0 1
Gene8916 0 0
Gene8917 0 1
Gene8918 0 0
Gene8919 0 0
Gene8920 1 0
Gene8921 1 0
Gene8922 0 1
Gene8923 1 1
Gene8924 1 1
Gene8925 0 1
Gene8926 1 0
Gene8927 0 1
Gene8928 0 0
Gene8929 0 0
Gene8930 1 0
Gene8931 1 1
Gene8932 1 1
Gene8933 0 1
Gene8934 0 0
Gene8935 1 0
Gene8936 0 1
Gene8937 1 1
Gene8938 1 1
Gene8939 0 1
Gene8940 0 1
Gene8941 1 1
Gene8942 0 0
Gene8943 0 1
Gene8944 1 1
Gene8945 0 0
Gene8946 0 0
Gene8947 0 1
Gene8948 1 0
Gene8949 0 0
Gene8950 0 1
Gene8951 0 1
Gene8952 1 0
Gene8953 1 0
Gene8954 1 0
Gene8955 0 1
Gene8956 0 0
Gene8957 0 0
Gene8958 0 1
Gene8959 1 1
Gene8960 1 0
Gene8961 1 0
Gene8962 1 1
Gene8963 1 0
Gene8964 0 0
Gene8965 1 0
Gene8966 1 1
Gene8967 0 1
Gene8968 0 1
Gene8969 0 1
Gene8970 0 0
Gene8971 0 1
Gene8972 0 1
Gene8973 0 0
Gene8974 1 1
Gene8975 0 0
Gene8976 1 0
Gene8977 1 0
Gene8978 0 0
Gene8979 0 1
Gene8980 0 1
Gene8981 0 1
Gene8982 1 0
Gene8983 1 0
Gene8984 0 0
Gene8985 1 0
Gene8986 0 1
Gene8987 0 0
Gene8988 0 0
Gene8989 0 0
Gene8990 0 0
Gene8991 0 0
Gene8992 1 1
Gene8993 0 1
Gene8994 0 0
Gene8995 1 0
Gene8996 0 0
Gene8997 0 1
Gene8998 1 0
Gene8999 0 0
Gene9000 1 0
Gene9001 1 0
Gene9002 1 0
Gene9003 0 0
Gene9004 0 1
Gene9005 1 0
Gene9006 0 0
Gene9007 0 0
Gene9008 0 0
Gene9009 1 1
Gene9010 0 0
Gene9011 1 1
Gene9012 0 1
Gene9013 1 0
Gene9014 1 0
Gene9015 0 0
Gene9016 1 1
Gene9017 1 0
Gene9018 0 0
Gene9019 0 1
Gene9020 0 0
Gene9021 1 0
Gene9022 1 0
Gene9023 0 0
Gene9024 0 0
Gene9025 1 0
Gene9026 0 0
Gene9027 0 1
Gene9028 0 1
Gene9029 1 1
Gene9030 1 1
Gene9031 0 1
Gene9032 1 1
Gene9033 1 1
Gene9034 0 0
Gene9035 0 1
Gene9036 0 0
Gene9037 1 0
Gene9038 1 0
Gene9039 0 1
Gene9040 1 0
Gene9041 1 1
Gene9042 0 0
Gene9043 0 1
Gene9044 0 1
Gene9045 1 1
Gene9046 0 0
Gene9047 0 0
Gene9048 0 0
Gene9049 1 1
Gene9050 0 1
Gene9051 1 0
Gene9052 0 0
Gene9053 1 1
Gene9054 0 1
Gene9055 1 1
Gene9056 1 1
Gene9057 0 0
Gene9058 0 0
Gene9059 1 0
Gene9060 1 0
Gene9061 0 0
Gene9062 1 0
Gene9063 0 0
Gene9064 1 0
Gene9065 0 0
Gene9066 0 1
Gene9067 0 0
Gene9068 1 0
Gene9069 0 1
Gene9070 0 1
Gene9071 0 1
Gene9072 1 1
Gene9073 1 0
Gene9074 0 0
Gene9075 1 1
Gene9076 0 0
Gene9077 1 1
Gene9078 1 0
Gene9079 1 0
Gene9080 0 1
Gene9081 0 1
Gene9082 0 0
Gene9083 0 0
Gene9084 1 1
Gene9085 1 0
Gene9086 1 0
Gene9087 1 0
Gene9088 1 0
Gene9089 0 1
Gene9090 0 1
Gene9091 1 0
Gene9092 0 0
Gene9093 0 0
Gene9094 0 1
Gene9095 0 1
Gene9096 1 1
Gene9097 1 1
Gene9098 1 1
Gene9099 0 0
Gene9100 0 1
Gene9101 0 0
Gene9102 1 1
Gene9103 1 0
Gene9104 1 0
Gene9105 0 0
Gene9106 1 0
Gene9107 0 0
Gene9108 0 1
Gene9109 0 0
Gene9110 0 1
Gene9111 0 0
Gene9112 0 0
Gene9113 0 1
Gene9114 1 1
Gene9115 0 0
Gene9116 0 0
Gene9117 0 0
Gene9118 0 1
Gene9119 0 1
Gene9120 1 0
Gene9121 0 1
Gene9122 1 1
Gene9123 1 0
Gene9124 0 0
Gene9125 0 0
Gene9126 1 0
Gene9127 0 0
Gene9128 0 1
Gene9129 0 0
Gene9130 0 1
Gene9131 0 0
Gene9132 1 1
Gene9133 0 1
Gene9134 0 0
Gene9135 0 0
Gene9136 1 0
Gene9137 0 1
Gene9138 0 0
Gene9139 0 0
Gene9140 1 0
Gene9141 1 0
Gene9142 0 0
Gene9143 1 0
Gene9144 0 0
Gene9145 0 1
Gene9146 1 1
Gene9147 0 0
Gene9148 0 0
Gene9149 1 0
Gene9150 0 0
Gene9151 0 0
Gene9152 0 0
Gene9153 1 0
Gene9154 0 0
Gene9155 0 1
Gene9156 0 0
Gene9157 1 0
Gene9158 1 1
Gene9159 1 0
Gene9160 0 1
Gene9161 1 0
Gene9162 0 0
Gene9163 1 0
Gene9164 1 0
Gene9165 0 1
Gene9166 0 1
Gene9167 0 0
Gene9168 0 1
Gene9169 1 0
Gene9170 0 0
Gene9171 0 0
Gene9172 0 1
Gene9173 0 0
Gene9174 1 0
Gene9175 1 0
Gene9176 0 0
Gene9177 0 0
Gene9178 1 0
Gene9179 0 1
Gene9180 0 0
Gene9181 0 0
Gene9182 0 0
Gene9183 0 0
Gene9184 1 0
Gene9185 0 0
Gene9186 0 0
Gene9187 0 1
Gene9188 1 0
Gene9189 1 0
Gene9190 1 1
Gene9191 0 1
Gene9192 0 1
Gene9193 0 1
Gene9194 0 1
Gene9195 1 0
Gene9196 0 0
Gene9197 1 0
Gene9198 1 1
Gene9199 1 0
Gene9200 0 0
Gene9201 1 0
Gene9202 1 0
Gene9203 1 0
Gene9204 0 1
Gene9205 0 0
Gene9206 0 0
Gene9207 1 0
Gene9208 0 1
Gene9209 0 0
Gene9210 0 0
Gene9211 0 0
Gene9212 1 1
Gene9213 1 1
Gene9214 0 1
Gene9215 1 1
Gene9216 1 1
Gene9217 1 1
Gene9218 0 0
Gene9219 1 0
Gene9220 0 0
Gene9221 0 0
Gene9222 0 0
Gene9223 0 0
Gene9224 0 0
Gene9225 0 1
Gene9226 0 0
Gene9227 1 1
Gene9228 0 1
Gene9229 0 1
Gene9230 0 0
Gene9231 1 0
Gene9232 1 1
Gene9233 1 1
Gene9234 0 0
Gene9235 0 1
Gene9236 0 0
Gene9237 1 0
Gene9238 1 1
Gene9239 0 1
Gene9240 0 1
Gene9241 1 0
Gene9242 0 1
Gene9243 0 0
Gene9244 1 1
Gene9245 0 1
Gene9246 0 1
Gene9247 1 0
Gene9248 1 0
Gene9249 1 1
Gene9250 1 1
Gene9251 0 0
Gene9252 0 0
Gene9253 0 0
Gene9254 1 0
Gene9255 1 1
Gene9256 0 1
Gene9257 0 1
Gene9258 1 1
Gene9259 0 0
Gene9260 1 1
Gene9261 1 0
Gene9262 0 0
Gene9263 0 1
Gene9264 1 0
Gene9265 1 0
Gene9266 0 1
Gene9267 0 1
Gene9268 0 1
Gene9269 0 1
Gene9270 0 0
Gene9271 0 1
Gene9272 0 0
Gene9273 1 0
Gene9274 0 1
Gene9275 1 0
Gene9276 0 1
Gene9277 1 0
Gene9278 1 0
Gene9279 1 0
Gene9280 1 1
Gene9281 0 0
Gene9282 1 0
Gene9283 0 0
Gene9284 0 0
Gene9285 0 1
Gene9286 1 0
Gene9287 0 1
Gene9288 0 1
Gene9289 1 0
Gene9290 1 0
Gene9291 0 1
Gene9292 0 0
Gene9293 0 0
Gene9294 0 0
Gene9295 0 1
Gene9296 0 0
Gene9297 0 1
Gene9298 0 0
Gene9299 0 0
Gene9300 0 1
Gene9301 0 0
Gene9302 0 0
Gene9303 0 0
Gene9304 0 1
Gene9305 0 1
Gene9306 0 0
Gene9307 1 1
Gene9308 0 1
Gene9309 0 1
Gene9310 1 1
Gene9311 0 0
Gene9312 1 0
Gene9313 1 1
Gene9314 0 1
Gene9315 1 1
Gene9316 0 1
Gene9317 0 0
Gene9318 0 1
Gene9319 0 0
Gene9320 0 1
Gene9321 0 1
Gene9322 0 0
Gene9323 0 1
Gene9324 1 0
Gene9325 1 0
Gene9326 0 0
Gene9327 1 0
Gene9328 1 0
Gene9329 1 1
Gene9330 0 1
Gene9331 0 0
Gene9332 1 1
Gene9333 1 0
Gene9334 0 0
Gene9335 1 1
Gene9336 0 0
Gene9337 0 0
Gene9338 1 0
Gene9339 1 1
Gene9340 1 1
Gene9341 0 0
Gene9342 0 0
Gene9343 1 1
Gene9344 0 0
Gene9345 1 1
Gene9346 0 1
Gene9347 1 0
Gene9348 0 0
Gene9349 1 0
Gene9350 0 0
Gene9351 0 1
Gene9352 0 0
Gene9353 1 0
Gene9354 1 1
Gene9355 0 0
Gene9356 1 1
Gene9357 0 1
Gene9358 1 1
Gene9359 0 0
Gene9360 0 0
Gene9361 1 0
Gene9362 1 0
Gene9363 0 1
Gene9364 1 0
Gene9365 0 1
Gene9366 0 1
Gene9367 1 0
Gene9368 0 1
Gene9369 0 0
Gene9370 0 1
Gene9371 1 0
Gene9372 1 1
Gene9373 0 0
Gene9374 1 1
Gene9375 0 0
Gene9376 0 0
Gene9377 0 0
Gene9378 0 0
Gene9379 0 1
Gene9380 1 0
Gene9381 0 0
Gene9382 0 1
Gene9383 1 0
Gene9384 0 1
Gene9385 1 0
Gene9386 0 0
Gene9387 1 0
Gene9388 1 0
Gene9389 1 0
Gene9390 0 0
Gene9391 0 1
Gene9392 1 0
Gene9393 0 0
Gene9394 0 0
Gene9395 1 0
Gene9396 0 0
Gene9397 1 0
Gene9398 0 1
Gene9399 1 0
Gene9400 0 1
Gene9401 1 1
Gene9402 0 1
Gene9403 1 0
Gene9404 0 0
Gene9405 0 1
Gene9406 1 1
Gene9407 0 1
Gene9408 1 0
Gene9409 0 0
Gene9410 0 0
Gene9411 0 1
Gene9412 1 0
Gene9413 0 1
Gene9414 1 0
Gene9415 1 1
Gene9416 1 0
Gene9417 0 0
Gene9418 1 0
Gene9419 1 0
Gene9420 1 0
Gene9421 0 1
Gene9422 1 1
Gene9423 0 0
Gene9424 1 0
Gene9425 0 0
Gene9426 0 0
Gene9427 0 1
Gene9428 1 1
Gene9429 0 1
Gene9430 1 0
Gene9431 0 1
Gene9432 0 0
Gene9433 1 0
Gene9434 0 0
Gene9435 0 0
Gene9436 1 0
Gene9437 0 1
Gene9438 0 1
Gene9439 0 0
Gene9440 0 0
Gene9441 0 1
Gene9442 0 0
Gene9443 0 0
Gene9444 1 0
Gene9445 0 0
Gene9446 0 1
Gene9447 0 0
Gene9448 0 1
Gene9449 0 1
Gene9450 0 1
Gene9451 1 1
Gene9452 0 1
Gene9453 1 0
Gene9454 1 1
Gene9455 0 1
Gene9456 1 1
Gene9457 1 0
Gene9458 1 1
Gene9459 1 1
Gene9460 1 0
Gene9461 0 0
Gene9462 1 1
Gene9463 0 0
Gene9464 1 0
Gene9465 1 0
Gene9466 0 1
Gene9467 0 0
Gene9468 1 0
Gene9469 0 0
Gene9470 1 0
Gene9471 0 1
Gene9472 1 0
Gene9473 0 0
Gene9474 1 1
Gene9475 1 0
Gene9476 1 1
Gene9477 0 0
Gene9478 0 0
Gene9479 1 0
Gene9480 1 1
Gene9481 0 1
Gene9482 1 1
Gene9483 1 0
Gene9484 1 0
Gene9485 0 0
Gene9486 1 1
Gene9487 0 0
Gene9488 1 0
Gene9489 0 0
Gene9490 1 0
Gene9491 1 0
Gene9492 0 0
Gene9493 1 1
Gene9494 1 0
Gene9495 1 1
Gene9496 0 0
Gene9497 0 0
Gene9498 0 0
Gene9499 1 1
Gene9500 1 0
Gene9501 0 0
Gene9502 0 0
Gene9503 0 0
Gene9504 0 1
Gene9505 0 0
Gene9506 0 0
Gene9507 0 1
Gene9508 0 0
Gene9509 0 0
Gene9510 0 1
Gene9511 0 0
Gene9512 0 0
Gene9513 1 0
Gene9514 0 0
Gene9515 1 0
Gene9516 0 0
Gene9517 0 1
Gene9518 1 0
Gene9519 1 0
Gene9520 0 1
Gene9521 0 0
Gene9522 0 1
Gene9523 1 0
Gene9524 0 0
Gene9525 0 1
Gene9526 0 0
Gene9527 1 0
Gene9528 0 0
Gene9529 0 1
Gene9530 0 0
Gene9531 0 0
Gene9532 0 0
Gene9533 0 0
Gene9534 0 1
Gene9535 1 1
Gene9536 1 1
Gene9537 1 0
Gene9538 0 0
Gene9539 1 0
Gene9540 1 0
Gene9541 0 1
Gene9542 0 1
Gene9543 0 0
Gene9544 1 0
Gene9545 1 0
Gene9546 0 0
Gene9547 0 0
Gene9548 1 0
Gene9549 0 1
Gene9550 0 0
Gene9551 1 1
Gene9552 0 0
Gene9553 0 0
Gene9554 1 1
Gene9555 0 0
Gene9556 1 1
Gene9557 1 0
Gene9558 0 1
Gene9559 1 1
Gene9560 0 0
Gene9561 0 0
Gene9562 0 0
Gene9563 0 1
Gene9564 0 1
Gene9565 0 1
Gene9566 0 0
Gene9567 1 0
Gene9568 0 1
Gene9569 0 0
Gene9570 1 0
Gene9571 0 0
Gene9572 1 0
Gene9573 0 1
Gene9574 1 0
Gene9575 0 1
Gene9576 1 0
Gene9577 0 1
Gene9578 0 1
Gene9579 1 0
Gene9580 1 0
Gene9581 1 0
Gene9582 0 0
Gene9583 1 0
Gene9584 1 0
Gene9585 0 0
Gene9586 0 0
Gene9587 1 0
Gene9588 1 1
Gene9589 0 0
Gene9590 0 0
Gene9591 1 1
Gene9592 0 1
Gene9593 0 1
Gene9594 0 1
Gene9595 0 1
Gene9596 0 0
Gene9597 1 0
Gene9598 1 0
Gene9599 0 0
Gene9600 0 0
Gene9601 0 1
Gene9602 1 0
Gene9603 0 0
Gene9604 0 0
Gene9605 0 0
Gene9606 0 1
Gene9607 0 0
Gene9608 1 1
Gene9609 0 1
Gene9610 0 1
Gene9611 0 1
Gene9612 0 1
Gene9613 0 0
Gene9614 0 0
Gene9615 1 1
Gene9616 0 1
Gene9617 0 0
Gene9618 0 0
Gene9619 0 0
Gene9620 0 1
Gene9621 0 1
Gene9622 0 0
Gene9623 1 0
Gene9624 0 0
Gene9625 0 0
Gene9626 0 0
Gene9627 1 1
Gene9628 0 0
Gene9629 0 0
Gene9630 0 0
Gene9631 1 0
Gene9632 0 1
Gene9633 1 0
Gene9634 1 0
Gene9635 1 1
Gene9636 0 1
Gene9637 1 0
Gene9638 0 1
Gene9639 0 0
Gene9640 1 1
Gene9641 0 0
Gene9642 0 0
Gene9643 1 1
Gene9644 0 1
Gene9645 1 0
Gene9646 1 1
Gene9647 0 1
Gene9648 0 0
Gene9649 1 0
Gene9650 1 0
Gene9651 0 0
Gene9652 1 0
Gene9653 0 0
Gene9654 1 0
Gene9655 1 1
Gene9656 1 0
Gene9657 0 0
Gene9658 0 0
Gene9659 0 0
Gene9660 0 0
Gene9661 1 0
Gene9662 0 0
Gene9663 0 0
Gene9664 1 0
Gene9665 1 0
Gene9666 1 0
Gene9667 0 1
Gene9668 1 0
Gene9669 0 0
Gene9670 0 0
Gene9671 0 0
Gene9672 0 0
Gene9673 0 0
Gene9674 0 0
Gene9675 0 0
Gene9676 1 0
Gene9677 0 0
Gene9678 0 1
Gene9679 0 0
Gene9680 0 0
Gene9681 0 0
Gene9682 1 1
Gene9683 1 1
Gene9684 0 1
Gene9685 0 0
Gene9686 0 0
Gene9687 0 0
Gene9688 1 0
Gene9689 0 1
Gene9690 1 1
Gene9691 0 0
Gene9692 0 0
Gene9693 1 1
Gene9694 0 0
Gene9695 0 0
Gene9696 0 1
Gene9697 0 1
Gene9698 1 0
Gene9699 0 0
Gene9700 1 1
Gene9701 0 1
Gene9702 1 0
Gene9703 0 0
Gene9704 0 0
Gene9705 1 0
Gene9706 0 1
Gene9707 1 1
Gene9708 1 1
Gene9709 0 0
Gene9710 1 0
Gene9711 0 0
Gene9712 0 1
Gene9713 0 0
Gene9714 0 0
Gene9715 0 0
Gene9716 1 0
Gene9717 1 0
Gene9718 1 1
Gene9719 0 0
Gene9720 0 1
Gene9721 1 0
Gene9722 0 0
Gene9723 1 0
Gene9724 0 0
Gene9725 0 1
Gene9726 1 1
Gene9727 1 0
Gene9728 1 0
Gene9729 0 0
Gene9730 0 1
Gene9731 0 1
Gene9732 1 0
Gene9733 0 0
Gene9734 0 0
Gene9735 0 0
Gene9736 0 0
Gene9737 0 1
Gene9738 0 0
Gene9739 1 0
Gene9740 0 0
Gene9741 1 0
Gene9742 1 0
Gene9743 0 1
Gene9744 1 0
Gene9745 0 1
Gene9746 1 0
Gene9747 1 0
Gene9748 0 0
Gene9749 1 1
Gene9750 1 0
Gene9751 0 0
Gene9752 0 1
Gene9753 1 1
Gene9754 0 0
Gene9755 0 0
Gene9756 1 1
Gene9757 0 0
Gene9758 1 0
Gene9759 0 0
Gene9760 0 1
Gene9761 0 1
Gene9762 0 0
Gene9763 0 0
Gene9764 0 0
Gene9765 0 1
Gene9766 1 0
Gene9767 0 1
Gene9768 0 1
Gene9769 1 0
Gene9770 0 0
Gene9771 1 1
Gene9772 1 1
Gene9773 1 0
Gene9774 0 0
Gene9775 1 1
Gene9776 0 1
Gene9777 0 1
Gene9778 1 0
Gene9779 0 0
Gene9780 0 1
Gene9781 1 1
Gene9782 0 1
Gene9783 1 0
Gene9784 0 1
Gene9785 1 0
Gene9786 0 1
Gene9787 0 1
Gene9788 0 0
Gene9789 0 1
Gene9790 1 0
Gene9791 1 0
Gene9792 1 0
Gene9793 0 0
Gene9794 1 1
Gene9795 1 0
Gene9796 0 1
Gene9797 0 0
Gene9798 0 0
Gene9799 0 0
Gene9800 0 1
Gene9801 1 0
Gene9802 1 1
Gene9803 0 1
Gene9804 1 0
Gene9805 1 0
Gene9806 0 0
Gene9807 0 0
Gene9808 1 1
Gene9809 0 0
Gene9810 0 0
Gene9811 0 0
Gene9812 1 0
Gene9813 0 1
Gene9814 1 0
Gene9815 0 0
Gene9816 0 1
Gene9817 0 1
Gene9818 1 0
Gene9819 0 0
Gene9820 0 0
Gene9821 0 0
Gene9822 1 0
Gene9823 0 0
Gene9824 0 1
Gene9825 1 1
Gene9826 0 1
Gene9827 1 0
Gene9828 0 0
Gene9829 1 0
Gene9830 1 1
Gene9831 1 1
Gene9832 0 0
Gene9833 1 1
Gene9834 0 0
Gene9835 1 0
Gene9836 0 0
Gene9837 0 0
Gene9838 1 1
Gene9839 1 1
Gene9840 1 1
Gene9841 0 1
Gene9842 0 0
Gene9843 0 1
Gene9844 0 0
Gene9845 0 0
Gene9846 0 1
Gene9847 0 0
Gene9848 0 0
Gene9849 0 0
Gene9850 1 1
Gene9851 1 0
Gene9852 0 0
Gene9853 0 0
Gene9854 1 1
Gene9855 0 1
Gene9856 1 1
Gene9857 0 0
Gene9858 0 0
Gene9859 0 0
Gene9860 1 0
Gene9861 0 0
Gene9862 1 0
Gene9863 0 0
Gene9864 0 0
Gene9865 0 1
Gene9866 1 0
Gene9867 1 1
Gene9868 1 0
Gene9869 0 0
Gene9870 0 1
Gene9871 0 0
Gene9872 1 0
Gene9873 1 0
Gene9874 0 0
Gene9875 1 1
Gene9876 0 0
Gene9877 1 0
Gene9878 1 0
Gene9879 0 1
Gene9880 0 0
Gene9881 0 0
Gene9882 0 1
Gene9883 1 0
Gene9884 1 1
Gene9885 0 1
Gene9886 1 0
Gene9887 1 1
Gene9888 1 0
Gene9889 0 0
Gene9890 1 0
Gene9891 1 0
Gene9892 0 0
